name,title,url,score
"俄罗斯,乌克兰,人质",俄乌大规模「换俘」，涉 110 名俄罗斯人和 108 名乌女兵，传递出什么信号？目前俄乌局势如何？,https://www.zhihu.com/question/560395829,0
"西藏,四川,云南",布达拉宫里面到底有什么？,https://www.zhihu.com/question/472366484,0
"军事,航海,航空母舰",现在中国能自己制造出航母用特种钢吗？,https://www.zhihu.com/question/280855674,0
"体制内,职场沟通,提拔",有自己都不知道被提拔的这种情况吗？,https://www.zhihu.com/question/417993875,0
"本科生,深圳大学,就业",深圳大学发布 2021 届本科毕业生就业质量报告，毕业生整体就业率80%，如何看待这一数字？,https://www.zhihu.com/question/559584558,0
"苹果产品,iPad,iPad 应用",如何评价2022年10月18日发布的第十代入门款 iPad？,https://www.zhihu.com/question/558242808,0
安-225,为什么安225一没，都出来惋惜了?,https://www.zhihu.com/question/520058625,0
"教育,价值观,大学",如何看待剑桥等大学女生找“糖爹”一事，若真为完成学业，那这么多年受过的教育不就是空谈而已吗？,https://www.zhihu.com/question/318110239,0
"酒店,酒店点评,隔音",住不隔音的酒店是什么体验？,https://www.zhihu.com/question/458033607,0
"iPad,苹果公司 (Apple Inc.),iPad 10",如何看待ipad10起售价3599起？,https://www.zhihu.com/question/560629094,0
"科技,电力,能源",我国已建成全球最大清洁发电体系，送电规模是十年前两倍以上，这意味着什么？,https://www.zhihu.com/question/560241319,0
"脑瘫,幼稚,智障人士",大一女生纹身什么图案比较好？,https://www.zhihu.com/question/554421616,0
"犹太人,纳粹德国,纳粹党",请问纳粹有没有凌辱犹太妇女？,https://www.zhihu.com/question/383706345,0
"环境保护,新疆,沙漠",如何看待新疆塔克拉玛干沙漠出现众多湖泊？受哪些因素影响形成的？,https://www.zhihu.com/question/560600203,0
"俄罗斯,乌克兰,俄罗斯入侵乌克兰局势最新消息",为什么最近吹乌克兰的少了很多？,https://www.zhihu.com/question/557675173,0
"生活,经历,工作",你们做过最恶心的工作是什么？,https://www.zhihu.com/question/266755823,0
"社会现象,年轻人,摆烂",为什么现在躺平和摆烂的人越来越多？,https://www.zhihu.com/question/532090486,0
"淘宝网,购物,消费者",今年双 11 淘宝支持全程价保，买贵一键退差价，对消费者提供了哪些保障？,https://www.zhihu.com/question/560490826,0
"国际政治,俄罗斯,乌克兰",俄乌战争的结果有没有可能是俄罗斯撤军归还全部领土，但是不赔偿不追究 ，西方撤销制裁甚至给些经济补偿？,https://www.zhihu.com/question/560290901,0
"美国,经济,市场",消息称「美国政府将宣布释放 1000 万至 1500 万桶石油储备以平衡市场」，将产生哪些影响？,https://www.zhihu.com/question/560394679,0
"第二次世界大战,青霉素,带有假设的问题",二战时期你拥有一吨青霉素，能带来多大的收益？,https://www.zhihu.com/question/65081906,0
"双胞胎,伦理,恋爱",和双胞胎两人先后交往过是什么体验？,https://www.zhihu.com/question/294296454,0
"言情,重生,虐文",有哪些平平淡淡却虐到骨子里的虐文？,https://www.zhihu.com/question/479148526,0
"犹太人,乔治·索罗斯（George Soros）,世界历史",犹太人到底干了什么被全世界仇视？,https://www.zhihu.com/question/478824695,0
"科技,社会,学历",地方政府争揽技术人才，给中高技师数十万房补，与博士硕士同等待遇，此举具有哪些积极意义？,https://www.zhihu.com/question/560417143,0
"食品,科普,巧克力",网民质疑「俄罗斯不原产可可豆，所以不能生产巧克力」，中国科普博览回应「可以依赖进口」，如何看待此事？,https://www.zhihu.com/question/560272453,0
"古言,脑洞故事,现言",如果小说中的原恶毒女配突然醒悟，会怎样？,https://www.zhihu.com/question/445816578,0
"英雄联盟（LoL）,FPX 英雄联盟战队（FunPlus Phoenix）,TES 英雄联盟战队（TOP ESPORTS）",TES 止步 S12 小组赛，Tian 完美复刻一年前 FPX 剧本，为什么会如此相像？问题出在哪里？,https://www.zhihu.com/question/559774129,0
"应届毕业生,毕业生,薪酬待遇",为什么现在的应届生动不动就要上万的薪资？,https://www.zhihu.com/question/457279173,0
"俄罗斯,乌克兰",俄乌冲突至今，北约用了几成功力？,https://www.zhihu.com/question/556075271,0
"官场,人民的名义（电视剧）,人民的名义（书籍）",《人民的名义》中钟小艾真的很有背景吗？,https://www.zhihu.com/question/410797408,0
"电子竞技,英雄联盟（LoL）,英雄联盟全球总决赛（LoL WCS）",外媒统计「S12 小组赛观赛人数比 S11 小组赛下降约 40%」这是哪些原因导致的？电竞是否退烧了？,https://www.zhihu.com/question/560476965,0
"德国,Sweden（瑞典）,丹麦（Denmark）",瑞典称「北溪管道调查结果太过敏感，无法分享」，有哪些信息值得关注？,https://www.zhihu.com/question/560176796,0
"iPad,苹果公司 (Apple Inc.),iPad Pro",如何评价苹果于2022年10月18日在官网发布的iPad Pro 2022？,https://www.zhihu.com/question/560610913,0
"文化,习俗,姓名",不是复姓却取四个字真的很 low 吗？,https://www.zhihu.com/question/397694416,0
"美国,石油,沙特阿拉伯王国",沙特可是美国几十年的小伙伴，更是帮助美国赢的冷战的功臣。为什么不顾美国警告，坚决减产石油？,https://www.zhihu.com/question/559354251,0
"网络小说,盐选会员,爽文",知乎上有哪些完结爽文让你觉得「这是我尊贵的盐选会员该看的爽文」?,https://www.zhihu.com/question/505899590,0
"舞蹈艺术,拉丁舞,探戈（舞蹈）",请问男性舞者和女性搭档贴身跳舞的时候，是怎么克服生理反应的?,https://www.zhihu.com/question/280990120,0
"英雄联盟（LoL）,JDG 英雄联盟战队（JDGaming）,Yagao（电竞选手）",S12 全球总决赛参赛选手 Yagao 核酸阳性，这将对 JDG 接下来的比赛造成哪些影响？,https://www.zhihu.com/question/560627669,0
"教育,语文,篮球",科比去世，老师让全班写作文，而我并不关注篮球，也并不了解科比。请问老师的做法合理吗？,https://www.zhihu.com/question/376863082,0
"半导体,芯片（集成电路）,半导体产业",中国（大陆）半导体能崛起吗？,https://www.zhihu.com/question/535626091,0
"程序员,Bug,C++",你被哪个后来知道很sb的BUG困扰过一周以上吗？,https://www.zhihu.com/question/535225379,0
"百度,百度贴吧",百度贴吧里有哪些神贴？,https://www.zhihu.com/question/20011317,0
"俄罗斯,伊朗伊斯兰共和国,无人机（UAV）",如何评价俄乌冲突中伊朗无人机的表现？,https://www.zhihu.com/question/558969712,0
小说,求原女主吊打穿越女的小说?,https://www.zhihu.com/question/544097283,0
"新闻,聊天,监控",孙女每天用监控和 93 岁奶奶聊家常，奶奶每次秒回应，如何评价祖孙二人的互动方式？如何与长辈联络感情？,https://www.zhihu.com/question/560103987,0
"小说,绿茶（网络用语）,爽文",有什么打脸绿茶的爽文？,https://www.zhihu.com/question/547418539,0
上海,上海10月疫情会重蹈3月覆辙吗？,https://www.zhihu.com/question/558376067,0
"Bug,知乎 Bug 反馈,游戏 Bug",哪个瞬间让你发现了世界的bug？,https://www.zhihu.com/question/374412997,0
"健康,睡眠,黑眼圈",南京黑眼圈门诊开诊 1 年一号难求，黑眼圈是怎样形成的？长黑眼圈跟哪些因素有关？,https://www.zhihu.com/question/560264092,0
"股票,白酒,茅台酒",茅台会有衰落的时候吗？,https://www.zhihu.com/question/312809253,0
"教育,表达,学生",为什么东亚学生上课时通常不甚活跃，不爱发言？,https://www.zhihu.com/question/19769575,0
"科幻,ACG,魔法",为什么施法前需要咏唱？,https://www.zhihu.com/question/544157757,0
"孙笑川,网络钓鱼",如何评价孙笑川吧流行起装成外国男性在其他平台钓鱼？,https://www.zhihu.com/question/544985025,0
"故事,小说创作,穿越文",有没有什么巨爽无比的爽文？,https://www.zhihu.com/question/458516980,0
"情感,甜文,现言",有没有人来写一个，女主比女配还婊的小说？,https://www.zhihu.com/question/359979027,0
"中国经济,市场经济",如何正确看待中国经济？,https://www.zhihu.com/question/392954386,0
"脑洞类问题,圣女贞德,百年战争",如果亨利六世想强占圣女贞德，法国有能力反抗吗？,https://www.zhihu.com/question/500745073,0
"食品添加剂,辛吉飞",如果辛吉飞被打住院或被做掉，会出现什么结果？,https://www.zhihu.com/question/557568898,0
"科幻,穿越,时空穿越",上知乎的穿越者可以透露一点未来的事吗？,https://www.zhihu.com/question/383995392,0
"半导体,芯片（集成电路）,半导体产业",国内半导体行业是否会进入寒冬了？,https://www.zhihu.com/question/559751264,0
"婚姻,家庭,嫁娶",我爹死了，我可以娶后妈吗？,https://www.zhihu.com/question/522959452,0
"身份,行为,暴露",有哪些让人不慎暴露身份的行为？,https://www.zhihu.com/question/51657224,0
"小说,电视剧,追妻火葬场",有没有那种虐妻一时爽，追妻火葬场，还追不到，男女主最后没有在一起的小说？,https://www.zhihu.com/question/461599216,0
"美国,斯坦福大学 (Stanford University),谷爱凌",如何看待8000名美籍华人联名信要求斯坦福大学辞退谷爱凌，国内媒体纷纷表示联名上书者是“酸了”？,https://www.zhihu.com/question/559734244,0
"CT（计算机断层成像）,电离辐射",中国的医院滥用ct的现象已经到什么程度了？,https://www.zhihu.com/question/558281895,0
"NBA,篮球,金州勇士（Golden State Warriors）",22-23 赛季 NBA 常规赛揭幕战湖人 109:123 勇士，如何评价这场比赛？,https://www.zhihu.com/question/560684259,0
"韩国流行音乐（K-Pop）,韩国流行音乐团体（GROUP）,（G）I-DLE",大家如何看(G)-idle这次“脱光光”的概念?,https://www.zhihu.com/question/556980137,0
"判刑,刑法,银行卡",男朋友把银行卡给别人用，流水3-4亿，如果判刑，会判多久？,https://www.zhihu.com/question/519655073,0
"生活,孩子,儿童心理",孩子的哪些话震惊了你？,https://www.zhihu.com/question/62920125,0
"红楼梦（小说）,花袭人,红学",为什么贾政说袭人这个名字刁钻？,https://www.zhihu.com/question/282114321,0
"阅读,学习,生活",你有哪些当初没听出来的弦外之音？,https://www.zhihu.com/question/62862636,0
"数学,数论,黎曼猜想（Riemann Hypothesis）",华裔数学家张益唐宣称攻克朗道-西格尔零点猜想，这是什么级别的成果？如果为真，对黎曼猜想有何影响？,https://www.zhihu.com/question/559674941,0
"互联网,投资,汽车",2022 巴黎车展开幕，比亚迪唐欧洲售价超奥迪 Q7，魏牌摩卡涨 10 万元开售，哪些信息值得关注？,https://www.zhihu.com/question/560590154,0
"互联网,经济,军事",泽连斯基称乌克兰 30% 发电厂被摧毁，基辅市长呼吁市民不要用空调等大功率电器，目前当地情况如何？,https://www.zhihu.com/question/560615185,0
"生活方式,回忆,时光",什么瞬间让你想留住那一刻？,https://www.zhihu.com/question/59120465,0
"女性主义,生育,人民日报",如何看待《人民日报》官方微博这两天前后两次提及女性最佳生育年龄是25-29岁？,https://www.zhihu.com/question/34963252,0
"国际,社会",如何评价张益唐「如果在中国的大学，我就废了，根本无法取得现在的成就」这句话？,https://www.zhihu.com/question/53073754,0
剔除阴毛,被护士剃毛是怎样的体验？,https://www.zhihu.com/question/270514317,0
"疫情影响,健康码",为什么大家都觉得看健康码，行程码很麻烦，都会本能的抵触?,https://www.zhihu.com/question/520791513,0
"互联网,文化,江西",江西省的彩礼及金额，是否如网传得那么多？,https://www.zhihu.com/question/362635227,0
"软件,科技,代码",据报道称“浏览器内核有上千万行代码”，浏览器内核真的很复杂吗？,https://www.zhihu.com/question/290767285,0
"博士,电子科技大学,电子科技大学物理电子学院",如何评价电子科技大学目前只给女博士分配博翰苑住宿，而将男博士的宿舍需求置若罔闻？,https://www.zhihu.com/question/538656302,0
中国南海?,为什么每次美军舰队出现在南海都会被发现？,https://www.zhihu.com/question/442860858,0
"火车硬卧,卧铺列车,卧铺",你在火车的卧铺上遇到过什么奇葩的事情？,https://www.zhihu.com/question/304916747,0
"健康,营养,快餐",汉堡里有荤有素，为什么还被认为是不健康的？,https://www.zhihu.com/question/22988161,0
"中外差异,先进,落后",网上有哪些把「落后当先进」的言论或事例？,https://www.zhihu.com/question/560268419,0
"英雄联盟（LoL）,英雄联盟全球总决赛（LoL WCS）,Faker（电竞选手）",T1 及 Faker 七次参加全球总决赛全部以小组第一身份出线，是实力还是玄学？,https://www.zhihu.com/question/559282033,0
"国际关系,中日关系,钓鱼岛",钓鱼岛现在怎么样了？,https://www.zhihu.com/question/21367305,0
"城市,旅游,旅游推荐",新加坡都有哪些值得一去的城市？,https://www.zhihu.com/question/559523252,0
"Logo (标志),解决问题,国旗",自己买的五星红旗用到褪色了，出于对国旗的尊重应该如何处理这面国旗?,https://www.zhihu.com/question/345978534,0
"火葬,言情小说,火葬场",救命啊，姐妹们有没有追妻火葬场的书啊？,https://www.zhihu.com/question/525548504,0
"长江,外来物种,鳄雀鳝",鳄雀鳝如果进了长江是不是就属于度假了？,https://www.zhihu.com/question/550267687,0
"英镑,百万英镑（书籍）",《百万英镑》中的一百万英镑放到当下是一种什么概念？,https://www.zhihu.com/question/316289634,0
"战斗民族（网络用语）,辱法,俄乌战争笑话",鉴于最近俄罗斯拉胯的表现，乳法是否已经过时？,https://www.zhihu.com/question/557733989,0
"日本,经济,产业",为什么日本总是点错科技树?,https://www.zhihu.com/question/327279221,0
"小说创作,虐文,古言",如果虐文女主突然醒悟，会有什么故事？,https://www.zhihu.com/question/440221628,0
