name,title,url,score
"双胞胎,伦理,恋爱",和双胞胎两人先后交往过是什么体验？,https://www.zhihu.com/question/294296454,8.97104
"品牌,华为,科技公司",余承东称如果活不下去了，华为做鞋袜都是世界级品牌，对此你是否认同？,https://www.zhihu.com/question/541586537,8.84544
"轮回,立法,狗肉",如何看待在狗肉视频发因果轮回，以及呼吁立法的？,https://www.zhihu.com/question/553062366,8.8178
"财政收入,县城",一般小县城的财政收入都是哪里来的啊？,https://www.zhihu.com/question/524378217,8.73741
"言情,重生,虐文",有哪些平平淡淡却虐到骨子里的虐文？,https://www.zhihu.com/question/479148526,8.72586
"俄罗斯,战斗机,乌克兰",如何评价一架满载弹药的俄军SU-34战斗机坠毁在俄国叶伊斯克市的居民楼上？,https://www.zhihu.com/question/560300904,8.71762
"犹太人,乔治·索罗斯（George Soros）,世界历史",犹太人到底干了什么被全世界仇视？,https://www.zhihu.com/question/478824695,8.65574
"百度,百度贴吧",百度贴吧里有哪些神贴？,https://www.zhihu.com/question/20011317,8.64852
"俄罗斯,乌克兰局势,俄罗斯军事",俄罗斯还能保住「上三常」位置吗？,https://www.zhihu.com/question/520235570,8.60279
"火葬,言情小说,火葬场",救命啊，姐妹们有没有追妻火葬场的书啊？,https://www.zhihu.com/question/525548504,8.60188
"社会现象,年轻人,摆烂",为什么现在躺平和摆烂的人越来越多？,https://www.zhihu.com/question/532090486,8.59348
"政治,美国,以色列",澳大利亚外长取消承认耶路撒冷为以色列首都，释放了什么信号？,https://www.zhihu.com/question/560484320,8.56178
"肯德基（KFC）,餐饮业,行业素质",如果肯德基的员工忍不住偷吃了一个鸡翅怎么办？,https://www.zhihu.com/question/54094821,8.54979
"生活,孩子,儿童心理",孩子的哪些话震惊了你？,https://www.zhihu.com/question/62920125,8.51365
"体制内,职场沟通,提拔",有自己都不知道被提拔的这种情况吗？,https://www.zhihu.com/question/417993875,8.49688
剔除阴毛,被护士剃毛是怎样的体验？,https://www.zhihu.com/question/270514317,8.46344
文章,如何以“不过是一个穿越女，怎么斗得过世家贵族培养了十几年的大家闺秀”写一篇文章？,https://www.zhihu.com/question/549198311,8.44757
"快乐,趣事,笑话",你身边有哪些让你笑到窒息的事？,https://www.zhihu.com/question/268663946,8.43653
"消费者物价指数（CPI）,国家发展与改革委员会,猪肉",发改委称猪肉价格进入过度上涨一级预警区间，什么是过度上涨预警？这将给经济环境和日常生活带来哪些影响？,https://www.zhihu.com/question/560706053,8.41968
"健康,营养,快餐",汉堡里有荤有素，为什么还被认为是不健康的？,https://www.zhihu.com/question/22988161,8.39091
"职场,职业规划,工作",月薪 1 万 8 但只是给老板发快递，安排开会等没意义的事，你愿意做吗？如何判断工作的意义？,https://www.zhihu.com/question/556824832,8.39078
"美国,塔利班,阿富汗战争",为什么美国用了近 20 年都没能彻底消灭塔利班，反而让它声势浩大了起来？,https://www.zhihu.com/question/479972205,8.38119
"第二次世界大战,青霉素,带有假设的问题",二战时期你拥有一吨青霉素，能带来多大的收益？,https://www.zhihu.com/question/65081906,8.37786
"英雄联盟（LoL）,英雄联盟全球总决赛（LoL WCS）,TES 英雄联盟战队（TOP ESPORTS）",如何评价 TES 主教练「白色月牙」的水平？,https://www.zhihu.com/question/559814812,8.37468
"日本文化,中国文化,文化",如何反驳「中国没有文化输出」？,https://www.zhihu.com/question/302695940,8.36226
"程序员,Bug,C++",你被哪个后来知道很sb的BUG困扰过一周以上吗？,https://www.zhihu.com/question/535225379,8.3439
"同人,以一句话为开头写作,古言",如何以“民妇王宝钏拜见西凉王”为开头写一篇小说？,https://www.zhihu.com/question/490740947,8.34272
"穷游,聚众淫乱罪,小作文",如何看待女孩被性侵网友的评价？,https://www.zhihu.com/question/474885929,8.33851
"甜,短文",有没有甜甜的校园小短文？,https://www.zhihu.com/question/516486460,8.33361
"唐山,唐山话,唐山港",外国媒体有没有对这次唐山打人进行宣扬?,https://www.zhihu.com/question/537240145,8.31958
小说,求原女主吊打穿越女的小说?,https://www.zhihu.com/question/544097283,8.31424
"iPad,苹果中国,苹果公司 (Apple Inc.)",苹果中国对 iPad 全线大涨价，mini 6 上调 200 元，如何看待苹果此次调价？,https://www.zhihu.com/question/560731650,8.30137
"出国,留学,留学英国",女生赴英留学课堂几乎全是中国人，如何看待「反向留学」？这样出国「镀金」留学值得吗？,https://www.zhihu.com/question/560785938,8.2712
"生命,经济,统计",中国人均预期寿命真的有77.93岁那么高吗?,https://www.zhihu.com/question/552715272,8.26765
"古言,脑洞故事,现言",如果小说中的原恶毒女配突然醒悟，会怎样？,https://www.zhihu.com/question/445816578,8.25618
形式主义,在大学见过哪些形式主义？,https://www.zhihu.com/question/276310552,8.25289
"韩国,韩国人,韩国文化",如何评价「韩国人爱抢其他国家文化」这一观点?,https://www.zhihu.com/question/547834003,8.24281
"身份,行为,暴露",有哪些让人不慎暴露身份的行为？,https://www.zhihu.com/question/51657224,8.22895
"中外差异,先进,落后",网上有哪些把「落后当先进」的言论或事例？,https://www.zhihu.com/question/560268419,8.2246
"中国经济,市场经济",如何正确看待中国经济？,https://www.zhihu.com/question/392954386,8.22352
"美国,美国文化,美国生活",请问你是什么时候发现在美国的所谓糕滑生活状态其实是很差的？,https://www.zhihu.com/question/558783993,8.21716
"法律,死刑,刑法",为什么许多国家都废除了死刑，而我们中国公民谈及废除死刑，一般总持反对态度？,https://www.zhihu.com/question/558551860,8.21659
"西藏,四川,云南",布达拉宫里面到底有什么？,https://www.zhihu.com/question/472366484,8.21636
"军事,开始,第三次世界大战",如果第三次世界大战真的开始了，到时你最想做的是什么？,https://www.zhihu.com/question/519529605,8.21137
"腾讯,茅台",如何看待茅台市值超过腾讯位列第一？,https://www.zhihu.com/question/560211472,8.1904
"政治,美国,石油",沙特一王子发出「圣战」警告，被解读为针对美国，两国关系将何去何从？,https://www.zhihu.com/question/560447875,8.17628
"改编,道德底线,底线",《底线》改编货拉拉案，给司机增添「酒妆、买药」等不符合实际的行为，货拉拉案司机要求停播是否合情理？,https://www.zhihu.com/question/556937582,8.16796
"俄罗斯,乌克兰,俄罗斯乌克兰最新局势",「北溪」管道遭破坏处水下实景首次曝光，调查人员称极端力量才能造成这种破坏，哪些信息值得关注？,https://www.zhihu.com/question/560593260,8.16507
"日本,抖音",如何看待抖音上“日本还没中国一个县大”的弱智评论？,https://www.zhihu.com/question/549227352,8.16093
"日本,日本文化,国际",如何看待日媒称「东京9个火葬场中有6个已经被中国资本控股」？,https://www.zhihu.com/question/559425345,8.15094
"政治,医生,医院",如何评价湘雅医院院长宣称今年亏损2个亿？,https://www.zhihu.com/question/52337054,8.14366
"脑洞类问题,圣女贞德,百年战争",如果亨利六世想强占圣女贞德，法国有能力反抗吗？,https://www.zhihu.com/question/500745073,8.14101
"生活,经历,工作",你们做过最恶心的工作是什么？,https://www.zhihu.com/question/266755823,8.13938
"小说创作,虐文,古言",如果虐文女主突然醒悟，会有什么故事？,https://www.zhihu.com/question/440221628,8.13768
"癌症,肿瘤",李咏为什么去美国治疗癌症？,https://www.zhihu.com/question/300475641,8.13276
"故事,小说创作,穿越文",有没有什么巨爽无比的爽文？,https://www.zhihu.com/question/458516980,8.12709
"生活,故事,调查类问题",你听说过哪些骇人听闻的真实事件？,https://www.zhihu.com/question/67452946,8.11607
"情感,甜文,现言",有没有人来写一个，女主比女配还婊的小说？,https://www.zhihu.com/question/359979027,8.11073
"健康,生活,社会现象",哪一刻让你觉得世人皆苦?,https://www.zhihu.com/question/281271203,8.11031
"智力,数学,儿童教育",怎么判断一个孩子有没有数学天赋？,https://www.zhihu.com/question/543229591,8
安-225,为什么安225一没，都出来惋惜了?,https://www.zhihu.com/question/520058625,8
"科技,半导体,俄罗斯",俄罗斯为什么不担心芯片制造和光刻机的问题？,https://www.zhihu.com/question/442801395,8
"日本动漫,二次元,文化入侵",如何反驳「我们没有能力应对文化入侵 」？,https://www.zhihu.com/question/550256324,8
"故事,复仇文,打脸（网络用语）",有什么大快人心的复仇故事？,https://www.zhihu.com/question/307984236,8
"政治,军事,俄罗斯",俄对乌行动总指挥称「赫尔松局势紧张、希望乌克兰是独立于西方和北约的对俄友好国家」，有哪些信息值得关注？,https://www.zhihu.com/question/560832757,8
"法律,市场,反垄断",最高法表示「加强反垄断司法，依法审理电商平台二选一、大数据杀熟案件」，对规范市场秩序带来哪些积极影响？,https://www.zhihu.com/question/560809606,8
"银行,判刑",由于银行的错误多给我打了一千万，我花完了怎么判？,https://www.zhihu.com/question/528461162,8
"中国历史,政治,调查类问题",你从什么时候开始意识到中国正在逐渐变强？,https://www.zhihu.com/question/27626505,8
"医生,急救,护士",医生遇到过哪些“这居然都能死”的病人？,https://www.zhihu.com/question/37421586,8
"人工智能,绘画,人工智能算法",如何评价AI绘画网站NovelAI？,https://www.zhihu.com/question/558019952,8
"美容护肤,宫灯杏仁蜜",现在还有人用宫灯么 ?,https://www.zhihu.com/question/31152208,8
"求职,职业发展,博士",博士的年薪一般是多少万？,https://www.zhihu.com/question/546293852,8
"苹果产品,iPad,iPad 应用",如何评价2022年10月18日发布的第十代入门款 iPad？,https://www.zhihu.com/question/558242808,7.99946
"教育,语文,篮球",科比去世，老师让全班写作文，而我并不关注篮球，也并不了解科比。请问老师的做法合理吗？,https://www.zhihu.com/question/376863082,7.99775
"互联网,文化,江西",江西省的彩礼及金额，是否如网传得那么多？,https://www.zhihu.com/question/362635227,7.99629
"CT（计算机断层成像）,电离辐射",中国的医院滥用ct的现象已经到什么程度了？,https://www.zhihu.com/question/558281895,7.99022
"数学,几何学,高等数学",为什么三点决定一个圆，而圆规只需两点就决定了一个圆？,https://www.zhihu.com/question/48432186,7.96974
"历史,心理,宫斗剧",为什么后宫中嫔妃们一定要争宠？,https://www.zhihu.com/question/293865460,7.96467
"阅读,学习,生活",你有哪些当初没听出来的弦外之音？,https://www.zhihu.com/question/62862636,7.94114
"职场,国有企业,私企",国企真的有那么香吗?,https://www.zhihu.com/question/459743114,7.93288
"清华大学,清华大学美术学院",清华美院被批成这样，作为清华美院的人什么感受?,https://www.zhihu.com/question/534965456,7.92794
"iPad,苹果公司 (Apple Inc.),iPad Pro",如何评价苹果于2022年10月18日在官网发布的iPad Pro 2022？,https://www.zhihu.com/question/560610913,7.92144
"网络小说,盐选会员,爽文",知乎上有哪些完结爽文让你觉得「这是我尊贵的盐选会员该看的爽文」?,https://www.zhihu.com/question/505899590,7.92096
"ACG,日本动漫,动漫",为什么逆后宫番的人气总是不比过后宫番？,https://www.zhihu.com/question/336591881,7.91651
"法律,律师,有趣",法庭上有什么有趣的事?,https://www.zhihu.com/question/63010274,7.89958
"生活方式,PMP项目管理,培训认证",在国内 PMP 有多少含金量？,https://www.zhihu.com/question/19777015,7.88737
"美食,食物,绝望",你吃过最绝望的食物是什么？,https://www.zhihu.com/question/266593795,7.8851
"俄罗斯,伊朗伊斯兰共和国,无人机（UAV）",如何评价俄乌冲突中伊朗无人机的表现？,https://www.zhihu.com/question/558969712,7.88429
"小说,电视剧,追妻火葬场",有没有那种虐妻一时爽，追妻火葬场，还追不到，男女主最后没有在一起的小说？,https://www.zhihu.com/question/461599216,7.839
"历史,学术,陈寅恪",陈寅恪是否完爆郭沫若？,https://www.zhihu.com/question/54086753,7.835
"军事,航海,航空母舰",现在中国能自己制造出航母用特种钢吗？,https://www.zhihu.com/question/280855674,7.82987
"歌曲,日本漫画,日本动漫",是不是以后也要禁止看日漫，听日本歌曲看日本书了？,https://www.zhihu.com/question/548738340,7.8164
"婚姻,家庭,嫁娶",我爹死了，我可以娶后妈吗？,https://www.zhihu.com/question/522959452,7.81599
"智能手机,盖乐世（Galaxy）,三星手机",三星手机失去了中国市场，为什么全球销量还能保持第一?,https://www.zhihu.com/question/517849925,7.80403
"美国,斯坦福大学 (Stanford University),谷爱凌",如何看待8000名美籍华人联名信要求斯坦福大学辞退谷爱凌，国内媒体纷纷表示联名上书者是“酸了”？,https://www.zhihu.com/question/559734244,7.78842
"Bug,知乎 Bug 反馈,游戏 Bug",哪个瞬间让你发现了世界的bug？,https://www.zhihu.com/question/374412997,7.78272
"亲戚,我亲戚,亲戚指责",你的亲戚提过什么过分的要求？,https://www.zhihu.com/question/480421235,7.77602
"国际关系,中日关系,钓鱼岛",钓鱼岛现在怎么样了？,https://www.zhihu.com/question/21367305,7.77351
"法律,哲学,阿道夫·希特勒（Adolf Hitler）",如果穿越时空去杀婴儿希特勒，你会动手吗？,https://www.zhihu.com/question/475418608,7.76584
"半导体,芯片（集成电路）,半导体产业",中国（大陆）半导体能崛起吗？,https://www.zhihu.com/question/535626091,7.76242
